issue_id,issue_resolved_date,issue_resolution,issue_content,issue_priority,issue_assignee,issue_assignee_username,issue_created_date,issue_summary,issue_status,issue_type
MNG-1689,Wed Dec 21 00:00:00 EST 2005,Fixed,Relocation warnings of transitive dependencies shouldn't be printed in standard output because people gets confused  ask questions and try to change other people poms although they work correctly We should only print the warnings of the current pom so the author can improve it.,Major,Carlos Sanchez,carlos,Sat Nov 26 00:00:00 EST 2005,[MNG-1689] Only print relocation warnings in standard output for the current pom,Closed,improvement
MNG-1701,Sun Mar 28 00:00:00 EDT 2010,Fixed,Check that there're no two &lt;plugin&gt; elements of the same plugin,Trivial,Benjamin Bentmann,bentmann,Mon Nov 28 00:00:00 EST 2005,[MNG-1701] Validate that a plugin is not configured twice in the pom,Closed,improvement
MNG-1716,Mon Sep 25 00:00:00 EDT 2006,Fixed,The ResolutionListeners appear to be hardwired and it needs to be configurable in some fashion. When new ResolutionListener components are added they must be picked up in addition to the code that we are using which programmatically sets the resolution listener.,Major,null,null,Wed Nov 30 00:00:00 EST 2005,[MNG-1716] Need to be able to set the ResolutionListener,Closed,improvement
MNG-172,Sun Jun 12 00:00:00 EDT 2005,Fixed,eg: &lt;plugin&gt;   &lt;artifactId&gt;modello&lt;/artifactId&gt;   &lt;configuration&gt;     &lt;model&gt;maven.mdo&lt;/model&gt;   &lt;/configuration&gt;   &lt;goals&gt;     &lt;goal&gt;       &lt;name&gt;java&lt;/name&gt;       &lt;configuration&gt;         &lt;version&gt;3.0.0&lt;/version&gt;       &lt;/configuration&gt;     &lt;/goal&gt;     &lt;goal&gt;       &lt;name&gt;java&lt;/name&gt;       &lt;configuration&gt;         &lt;version&gt;4.0.0&lt;/version&gt;       &lt;/configuration&gt;     &lt;/goal&gt;   &lt;/goals&gt; &lt;/plugin&gt; ,Major,John Casey,jdcasey,Tue Mar 08 00:00:00 EST 2005,[MNG-172] allow multiple specifications of a goal configuration,Closed,improvement
MNG-173,Thu Mar 10 00:00:00 EST 2005,Fixed,&lt;build&gt;   &lt;sourceDirectory /&gt;   &lt;outputDirectory /&gt;   &lt;testSourceDirectory /&gt;   &lt;testOutputDirectory /&gt;   &lt;plugins /&gt; &lt;/build&gt; remove: properties dependency properties (use plugin configuration for bundling) package  packageGroups shortDescription logo x 2 (site.xml) branches aspectjSourceDirectory change: plugin id -&gt; group ID  artifact ID type -&gt; packaging ,Blocker,Brett Porter,brettporter,Tue Mar 08 00:00:00 EST 2005,[MNG-173] pom changes,Closed,improvement
MNG-174,Thu Mar 10 00:00:00 EST 2005,Fixed,&lt;ciManagement&gt;  ...   &lt;notifications&gt;     &lt;notification&gt;       &lt;type&gt;jabber&lt;/type&gt;       &lt;address&gt;brettporter&lt;/address&gt;       &lt;configuration&gt;         &lt;key&gt;value&lt;/key&gt;       &lt;/configuration&gt;     &lt;/notification&gt;   &lt;/notifications&gt; &lt;/ciManagement&gt; ,Major,Brett Porter,brettporter,Tue Mar 08 00:00:00 EST 2005,[MNG-174] ciManagement changes,Closed,improvement
MNG-175,Sat Mar 12 00:00:00 EST 2005,Fixed,&lt;modules&gt;   &lt;module&gt;foo&lt;/module&gt;   &lt;module&gt;bar&lt;/module&gt; &lt;/modules&gt;,Major,Brett Porter,brettporter,Tue Mar 08 00:00:00 EST 2005,[MNG-175] add modules handling to reactor,Closed,improvement
MNG-176,Thu Mar 10 00:00:00 EST 2005,Fixed, &lt;reports&gt;   &lt;outputDirectory /&gt;   &lt;plugins /&gt; &lt;/reports&gt;,Major,Brett Porter,brettporter,Tue Mar 08 00:00:00 EST 2005,[MNG-176] reports definition,Closed,improvement
MNG-178,Tue Jun 21 00:00:00 EDT 2005,Fixed,we need to be able to define filters for resources. It should be configurable by different profiles  and include properties files as well as individual property files.,Major,Brett Porter,brettporter,Tue Mar 08 00:00:00 EST 2005,[MNG-178] filter definition,Closed,improvement
MNG-1788,Fri Dec 09 00:00:00 EST 2005,Fixed,we also need to slip in a piece of metadata for the metadata token  but not publish it to the repo until 2.0 support is dropped,Blocker,Brett Porter,brettporter,Thu Dec 08 00:00:00 EST 2005,[MNG-1788] setup lax parsing of repository poms and metadata,Closed,improvement
MNG-18,Mon Aug 22 00:00:00 EDT 2005,Fixed, ,Major,John Casey,jdcasey,Sun Jun 27 00:00:00 EDT 2004,[MNG-18] Add offline mode,Closed,improvement
MNG-180,Wed Mar 09 00:00:00 EST 2005,Fixed,Need to eliminate maven.properties in favor of user.xml for local repository specification. This model is more flexible  in that it allows us to switch between multiple maven runtime profiles. This means: 1/ Adjusting MBoot2 to use the user.xml and prompt for it if not found. 2/ Integrating into maven proper at load-time.,Major,John Casey,jdcasey,Wed Mar 09 00:00:00 EST 2005,[MNG-180] Integrate UserModel support for local repository configuration,Closed,improvement
MNG-182,Mon Jun 13 00:00:00 EDT 2005,Fixed,the magic plugin discovery currently relies on it being group ID maven  artifactId maven-ALIAS-plugin. change this to: a) specify alias in the plugin descriptor  so that once a plugin is discovered the goal name can be defined explicitly b) build a plugin database so that this alias can have a reverse lookup to the group/artifactId c) need some known plugin repositories in the super POM and user configuration,Major,Brett Porter,brettporter,Wed Mar 09 00:00:00 EST 2005,[MNG-182] improve plugin discovery,Closed,improvement
MNG-183,Tue Mar 22 00:00:00 EST 2005,Fixed,currently  &lt;configuration&gt; is a properties element. This needs complication configuration  for example: &lt;jarManifest&gt;   &lt;shortDescription/&gt;   &lt;package/&gt; &lt;/jarManifest&gt; and &lt;resources&gt;   &lt;resource&gt;     &lt;directory /&gt;     &lt;includes /&gt;     &lt;excludes /&gt;   &lt;/resource&gt; &lt;/resources&gt; ,Major,Brett Porter,brettporter,Wed Mar 09 00:00:00 EST 2005,[MNG-183] complex plugin/goal configuration,Closed,improvement
MNG-1830,Thu Dec 18 00:00:00 EST 2008,Fixed,It might be a good idea to append   'compiled on &lt;timestamp&gt;'  when maven2 is invoked with '--version' swtich/option  just like Ant does. Can be helpful when compiling m2 locally 'n' times and need to ensure the m2 installation was infact updated or when was it last updated.  ,Minor,Brett Porter,brettporter,Tue Dec 13 00:00:00 EST 2005,[MNG-1830] add  a 'compiled on <timestamp>' label when maven 2 is invoked with --version option,Closed,improvement
MNG-184,Sat Jun 18 00:00:00 EDT 2005,Fixed,allow the goal configuration in the POM to override the phase that a particular goal will execute in,Major,null,null,Wed Mar 09 00:00:00 EST 2005,[MNG-184] add <phase/> to goal in POM,Closed,improvement
MNG-1862,Thu Jan 05 00:00:00 EST 2006,Fixed,Adding in the general faq the way to handle special characters (french and others).,Major,null,null,Sat Dec 17 00:00:00 EST 2005,[MNG-1862] add the way to handle special characters in site ,Closed,improvement
MNG-187,Tue Mar 15 00:00:00 EST 2005,Fixed,after the modules are loaded  store the projects so they can be used for aggregation (post processing),Major,Brett Porter,brettporter,Fri Mar 11 00:00:00 EST 2005,[MNG-187] add getModuleProjects() to MavenProject,Closed,improvement
MNG-188,Tue Mar 15 00:00:00 EST 2005,Fixed,don't go back to the local/remote repository if the POMS with the same group  artifact and version have already been discovered in the source tree,Major,Brett Porter,brettporter,Fri Mar 11 00:00:00 EST 2005,[MNG-188] cache poms during a reactor,Closed,improvement
MNG-189,Wed Mar 16 00:00:00 EST 2005,Fixed,currently the repository POMs have their paths translated which is unnecessary and incorrect. Additionally  any POM inside the project should always take preference in caching over the equivalent repository POM.,Major,Brett Porter,brettporter,Fri Mar 11 00:00:00 EST 2005,[MNG-189] treat repository POMs differently in builder,Closed,improvement
MNG-1903,Tue Jan 10 00:00:00 EST 2006,Fixed, ,Major,John Casey,jdcasey,Thu Dec 29 00:00:00 EST 2005,[MNG-1903] Make site descriptor attachment default behaviour,Closed,improvement
MNG-1907,Thu Jan 05 00:00:00 EST 2006,Fixed,Bootstraping maven fails if 'settings.xml' has a repository with 'scpexe' url - the IT tests fail with exceptions stating that "Unsupported Protocol: 'scpexe': Cannot find wagon which supports the requested protocol: scpexe" While this can easily be worked around by temporarily disabling the repo in settings.xml - I think a much better solution would be to bundle 'wagon-ssh-external' with Maven  since it is very common and in wise use (well  until the jscp issues are solved  Shouldn't affect the dist size since its only a few KB in size and the benefit is cool... To reproduce  make sure the scpexe-repo is in an active profile and try to bootstrap.,Minor,Brett Porter,brettporter,Fri Dec 30 00:00:00 EST 2005,[MNG-1907] Bundle wagon-ssh-external with maven dist,Closed,improvement
MNG-1913,Tue Jan 10 00:00:00 EST 2006,Fixed,The maven-jaxme-plugins home page is available at     http://ws.apache.org/jaxme/mp/ The plugin is available through     http://www.ibiblio org/maven2/ as usual. Please add the plugin to the list of plugins and to the plugin matrix as externally hosted.,Major,Brett Porter,brettporter,Mon Jan 02 00:00:00 EST 2006,[MNG-1913] Add maven-jaxme-plugin to list of plugins,Closed,improvement
MNG-192,Tue May 10 00:00:00 EDT 2005,Fixed,currently  it relies on the plugin being maven:maven-XXX-plugin  version 1.0-SNAPSHOT (unless specified in plugin management in the super POM). need to allow other groups/artifact IDs  perhaps again through repository metadata,Major,Brett Porter,brettporter,Sat Mar 12 00:00:00 EST 2005,[MNG-192] improve transparent plugin downloading,Closed,improvement
MNG-195,Tue Mar 22 00:00:00 EST 2005,Fixed,not a necessity for alpha-1  because the default is sufficient in most cases  but I find the user model too verbose  especially for the average use case. See if we can find a better way for the single profile user,Major,John Casey,jdcasey,Mon Mar 14 00:00:00 EST 2005,[MNG-195] user.xml is too verbose,Closed,improvement
MNG-1952,Thu Aug 10 00:00:00 EDT 2006,Fixed,Right now there are several plugin lists (3) making it harder to find a given plugin as this breaks the alphabetical order. In addition plugins that come later on the page get less visibility. I am sending a patch that lists all the plugins in the same table. If it's required we could create another column mentioning where the plugin comes from but I don't think that's required. I have also added the Cargo m2 plugin which was missing from the list. ,Major,Dennis Lundberg,dennisl@apache.org,Wed Jan 11 00:00:00 EST 2006,[MNG-1952] Give equal footing to all m2 plugins and add Cargo plugin to the list,Closed,improvement
MNG-1957,Wed Feb 04 00:00:00 EST 2009,Fixed,For now  &lt;jdk&gt;&lt;/jdk&gt; provides only one operator '!' which means negation  but it would be great if i can use '+' and ~ operator: &lt;jdk&gt;1.5+&lt;/jdk&gt;  &lt;!-- this will be activated when the current JDK version is 1.5 or above (e.g. 1.6) --&gt; &lt;jdk&gt;1.1 ~ 1.4&lt;/jdk&gt; &lt;!-- this will be activated when the current JDK version is between 1.1 and 1.4 --&gt; &lt;jdk&gt;~ 1.3&lt;/jdk&gt; &lt;!-- this will be activated when the current JDK version is 1.3 or below --&gt; &lt;jdk&gt;1.4 ~&lt;/jdk. &lt;!-- the same with 1.5+ --&gt;,Major,Brett Porter,brettporter,Thu Jan 12 00:00:00 EST 2006,[MNG-1957] <jdk></jdk> clause in the activation section has to provide more complex expressions.,Closed,improvement
MNG-1960,Thu Jan 12 00:00:00 EST 2006,Fixed,my viewcvs setup requires http authentication to view the source.  This means that whenever I try to add a new maven project  it fails.,Major,null,null,Thu Jan 12 00:00:00 EST 2006,[MNG-1960] allow for http authentication when adding m2 project,Closed,improvement
MNG-1984,Mon Feb 06 00:00:00 EST 2006,Fixed,assemble questions and problems from the users list  and create documentation for managing bad POM dependency data using optional dependencies and dependency exclusions. Document in depth how these two features work  and how they impact users of POMs (even if the exclusion is in a transitive dependency).,Critical,Allan Ramirez,aramirez,Wed Jan 18 00:00:00 EST 2006,[MNG-1984] document optional dependencies and dependency exclusions,Closed,improvement
MNG-1997,Sat Nov 04 00:00:00 EST 2006,Fixed,Your favorite IDE probably supports xsd schema's for pom.xml and settings.xml editing. Yet very few have the defined the xsd in those files because they don't know about it. The guides should note that pom.xml files best start with: &lt;?xml version="1.0" encoding="UTF-8"?&gt; &lt;project xmlns="http://maven.apache.org/POM/4.0.0" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"         xsi:schemaLocation="http://maven.apache.org/POM/4.0.0 http://maven.apache.org/maven-v4_0_0.xsd"&gt; Why isn't it http://maven.apache.org/xsd/maven-v4_0_0.xsd (notice the xsd subdirectory) btw? and the settings.xml starts with: &lt;?xml version="1.0" encoding="UTF-8"?&gt; &lt;project xmlns="http://maven.apache.org/???/4.0.0" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance"         xsi:schemaLocation="http://maven.apache.org/???/4.0.0 http://maven.apache.org/xsd/settings-1.0.0.xsd"&gt; Of course  replace the ??? with something (I did "settings" but I ahve no idea if that's ok).,Major,Siveton Vincent,siveton,Fri Jan 20 00:00:00 EST 2006,[MNG-1997] document xsd support for pom and settings in guides,Closed,improvement
